ga.dateHourMinute;ga.sessionDurationBucket;ga.browser.encoded;ga.operatingSystem.encoded;ga.operatingSystemVersion.encoded;ga.language.encoded;ga.DeviceInfo.encoded;Unique.code;ga.sessionsWithEvent;Success
201804031151;1;A6;B2;C44;D30;E1;A6B2C44D30E1;1;FALSE
201804141014;3;A4;B2;C42;D54;E1;A4B2C42D54E1;1;FALSE
201804141045;1;A4;B2;C49;D53;E1;A4B2C49D53E1;1;FALSE
201804231929;2;A3;B2;C51;D13;E1;A3B2C51D13E1;1;FALSE
201806061033;1;A6;B2;C44;D31;E1;A6B2C44D31E1;1;FALSE
201806211537;20;A13;B2;C51;D55;E1;A13B2C51D55E1;1;FALSE
201805110931;26;A4;B2;C52;D31;E3;A4B2C52D31E3;1;FALSE
201803181924;2;A11;B4;C5;D54;E5;A11B4C5D54E5;1;FALSE
201803202349;2;A11;B4;C8;D77;E5;A11B4C8D77E5;1;FALSE
201804031057;1;A11;B4;C15;D73;E5;A11B4C15D73E5;1;FALSE
201804071552;1;A12;B4;C7;D77;E5;A12B4C7D77E5;1;FALSE
201804100213;1;A11;B4;C62;D31;E5;A11B4C62D31E5;1;FALSE
201804141916;3;A12;B4;C26;D77;E5;A12B4C26D77E5;1;FALSE
201804161022;2;A4;B4;C24;D77;E5;A4B4C24D77E5;1;FALSE
201804300931;1;A4;B4;C17;D54;E5;A4B4C17D54E5;1;FALSE
201805051613;3;A11;B4;C26;D25;E5;A11B4C26D25E5;1;FALSE
201805102154;1;A11;B4;C24;D13;E5;A11B4C24D13E5;1;FALSE
201805121829;4;A4;B4;C62;D38;E5;A4B4C62D38E5;1;FALSE
201805152158;2;A4;B4;C12;D54;E5;A4B4C12D54E5;1;FALSE
201806011836;1;A11;B4;C59;D77;E5;A11B4C59D77E5;1;FALSE
201806022208;11;A4;B4;C13;D77;E5;A4B4C13D77E5;1;FALSE
201806042032;1;A11;B4;C17;D77;E5;A11B4C17D77E5;1;FALSE
201806062016;1;A11;B4;C61;D31;E5;A11B4C61D31E5;1;FALSE
201806131931;12;A12;B4;C27;D77;E5;A12B4C27D77E5;1;FALSE
201806171203;1;A11;B4;C29;D13;E5;A11B4C29D13E5;1;FALSE
201806140603;2;A12;B4;C1;D77;E6;A12B4C1D77E6;1;FALSE
201803201630;1;A12;B4;C1;D13;E7;A12B4C1D13E7;1;FALSE
201805091923;1;A12;B4;C1;D77;E8;A12B4C1D77E8;1;FALSE
201803241449;49;A12;B4;C26;D54;E9;A12B4C26D54E9;1;FALSE
201803162145;1;A12;B4;C24;D77;E11;A12B4C24D77E11;1;FALSE
201803172012;1;A4;B4;C24;D77;E11;A4B4C24D77E11;1;FALSE
201803201906;1;A11;B4;C26;D17;E11;A11B4C26D17E11;1;FALSE
201803260601;24;A11;B4;C61;D77;E11;A11B4C61D77E11;1;FALSE
201804041821;2;A4;B4;C62;D31;E11;A4B4C62D31E11;1;FALSE
201804050056;1;A11;B4;C26;D11;E11;A11B4C26D11E11;1;FALSE
201804072208;3;A11;B4;C56;D77;E11;A11B4C56D77E11;1;FALSE
201804141013;2;A4;B4;C19;D54;E11;A4B4C19D54E11;1;FALSE
201804261842;2;A11;B4;C14;D31;E11;A11B4C14D31E11;1;FALSE
201804302135;3;A12;B4;C26;D54;E11;A12B4C26D54E11;1;FALSE
201805060946;4;A11;B4;C14;D17;E11;A11B4C14D17E11;1;FALSE
201805181601;1;A11;B4;C12;D13;E11;A11B4C12D13E11;1;FALSE
201805231751;3;A4;B4;C28;D63;E11;A4B4C28D63E11;1;FALSE
201805250754;25;A11;B4;C10;D51;E11;A11B4C10D51E11;1;FALSE
201805272252;2;A11;B4;C21;D31;E11;A11B4C21D31E11;1;FALSE
201805281705;1;A11;B4;C16;D51;E11;A11B4C16D51E11;1;FALSE
201806041815;3;A11;B4;C59;D77;E11;A11B4C59D77E11;1;FALSE
201804191244;40;A11;B4;C26;D77;E11;A11B4C26D77E11;1;TRUE
201804252038;33;A11;B4;C10;D77;E11;A11B4C10D77E11;0;TRUE
201804260640;591;A11;B4;C14;D77;E11;A11B4C14D77E11;1;TRUE
201805050016;136;A11;B4;C27;D54;E11;A11B4C27D54E11;1;TRUE
201805050017;136;A11;B4;C27;D54;E11;A11B4C27D54E11;0;TRUE
201805050018;136;A11;B4;C27;D54;E11;A11B4C27D54E11;0;TRUE
201805051854;189;A11;B4;C27;D54;E11;A11B4C27D54E11;1;TRUE
201805051855;189;A11;B4;C27;D54;E11;A11B4C27D54E11;0;TRUE
201805051856;189;A11;B4;C27;D54;E11;A11B4C27D54E11;0;TRUE
201805051857;189;A11;B4;C27;D54;E11;A11B4C27D54E11;0;TRUE
201805051927;117;A11;B4;C27;D54;E11;A11B4C27D54E11;1;TRUE
201805052018;45;A11;B4;C27;D54;E11;A11B4C27D54E11;0;TRUE
201805111100;21;A11;B4;C27;D54;E11;A11B4C27D54E11;0;TRUE
201806142119;97;A11;B4;C29;D77;E11;A11B4C29D77E11;0;TRUE
201805082205;459;A12;B4;C27;D54;E13;A12B4C27D54E13;0;TRUE
201805261452;848;A12;B4;C27;D54;E14;A12B4C27D54E14;0;FALSE
201803290926;509;A12;B4;C26;D77;E14;A12B4C26D77E14;0;TRUE
201803291706;162;A12;B4;C26;D13;E14;A12B4C26D13E14;0;TRUE
201803281758;2;A12;B4;C26;D13;E16;A12B4C26D13E16;1;FALSE
201804272051;76;A12;B4;C27;D54;E16;A12B4C27D54E16;0;FALSE
201804302327;1;A12;B4;C13;D77;E16;A12B4C13D77E16;1;FALSE
201805011556;1;A12;B4;C27;D54;E16;A12B4C27D54E16;1;FALSE
201805231102;366;A12;B4;C27;D77;E16;A12B4C27D77E16;0;FALSE
201805231104;366;A12;B4;C27;D77;E16;A12B4C27D77E16;0;FALSE
201805251922;1;A12;B4;C27;D54;E16;A12B4C27D54E16;1;FALSE
201806141300;145;A12;B4;C27;D77;E16;A12B4C27D77E16;1;FALSE
201806141301;145;A12;B4;C27;D77;E16;A12B4C27D77E16;0;FALSE
201803231923;71;A12;B4;C26;D77;E16;A12B4C26D77E16;0;TRUE
201804241129;63;A12;B4;C27;D54;E16;A12B4C27D54E16;1;TRUE
201805010953;593;A12;B4;C25;D54;E16;A12B4C25D54E16;0;TRUE
201806172056;150;A12;B4;C29;D77;E17;A12B4C29D77E17;0;FALSE
201804022044;391;A12;B4;C27;D13;E17;A12B4C27D13E17;1;TRUE
201804281803;2;A12;B4;C26;D77;E18;A12B4C26D77E18;1;FALSE
201805010917;208;A12;B4;C27;D54;E18;A12B4C27D54E18;0;FALSE
201805010918;208;A12;B4;C27;D54;E18;A12B4C27D54E18;0;FALSE
201806031918;322;A12;B4;C26;D77;E18;A12B4C26D77E18;0;FALSE
201806031919;322;A12;B4;C26;D77;E18;A12B4C26D77E18;0;FALSE
201804201410;327;A12;B4;C27;D54;E18;A12B4C27D54E18;0;TRUE
201804201944;213;A12;B4;C25;D77;E18;A12B4C25D77E18;0;TRUE
201805162321;180;A12;B4;C27;D77;E20;A12B4C27D77E20;0;FALSE
201806161716;747;A12;B4;C29;D77;E20;A12B4C29D77E20;0;FALSE
201805241209;365;A12;B4;C21;D54;E23;A12B4C21D54E23;1;FALSE
201805221450;269;A4;B2;C44;D54;E38;A4B2C44D54E38;0;TRUE
201806172245;82;A4;B2;C45;D54;E39;A4B2C45D54E39;0;TRUE
201804241029;2;A4;B2;C49;D77;E40;A4B2C49D77E40;1;FALSE
201804201943;778;A4;B2;C44;D54;E41;A4B2C44D54E41;0;TRUE
201806071802;2;A4;B2;C42;D77;E47;A4B2C42D77E47;1;FALSE
201806040001;127;A4;B2;C42;D77;E47;A4B2C42D77E47;0;TRUE
201805101929;271;A4;B2;C34;D31;E48;A4B2C34D31E48;0;TRUE
201803241854;236;A4;B3;C79;D54;E49;A4B3C79D54E49;0;TRUE
201805080957;81;A4;B3;C79;D77;E49;A4B3C79D77E49;0;FALSE
201805311453;1;A4;B3;C79;D25;E49;A4B3C79D25E49;1;FALSE
201804300910;985;A4;B2;C41;D73;E53;A4B2C41D73E53;1;FALSE
201805222038;1;A4;B2;C51;D25;E54;A4B2C51D25E54;1;FALSE
201803220843;177;A3;B2;C51;D77;E55;A3B2C51D77E55;0;TRUE
201804221254;643;A4;B2;C51;D77;E55;A4B2C51D77E55;0;TRUE
201806042144;2647;A4;B2;C44;D77;E88;A4B2C44D77E88;0;FALSE
201806112003;159;A4;B2;C44;D77;E118;A4B2C44D77E118;0;FALSE
201806132234;141;A3;B2;C44;D54;E120;A3B2C44D54E120;1;TRUE
201803242259;498;A4;B6;C73;D54;E171;A4B6C73D54E171;0;TRUE
201803242307;319;A4;B6;C71;D77;E171;A4B6C71D77E171;0;TRUE
201803251304;191;A4;B6;C73;D77;E171;A4B6C73D77E171;0;TRUE
201803251846;286;A4;B6;C70;D54;E171;A4B6C70D54E171;0;TRUE
201803252328;1;A4;B6;C74;D77;E171;A4B6C74D77E171;1;FALSE
201803262037;3;A4;B6;C71;D77;E171;A4B6C71D77E171;1;FALSE
201803270950;143;A11;B6;C73;D31;E171;A11B6C73D31E171;0;TRUE
201803271657;123;A6;B6;C73;D31;E171;A6B6C73D31E171;1;TRUE
201803271954;795;A6;B6;C73;D77;E171;A6B6C73D77E171;0;TRUE
201803272110;173;A11;B6;C70;D77;E171;A11B6C70D77E171;0;TRUE
201803281311;749;A4;B6;C77;D54;E171;A4B6C77D54E171;0;FALSE
201803281312;749;A4;B6;C77;D54;E171;A4B6C77D54E171;0;FALSE
201803292148;1;A11;B6;C73;D77;E171;A11B6C73D77E171;1;FALSE
201803301125;166;A6;B6;C70;D77;E171;A6B6C70D77E171;1;TRUE
201804032358;1;A4;B6;C73;D31;E171;A4B6C73D31E171;1;FALSE
201804041504;178;A4;B6;C70;D54;E171;A4B6C70D54E171;0;TRUE
201804061839;98;A4;B6;C73;D54;E171;A4B6C73D54E171;0;TRUE
201804061849;301;A4;B6;C71;D54;E171;A4B6C71D54E171;1;TRUE
201804061853;140;A4;B6;C73;D77;E171;A4B6C73D77E171;0;TRUE
201804061943;54;A4;B6;C71;D31;E171;A4B6C71D31E171;0;TRUE
201804062120;188;A11;B6;C72;D13;E171;A11B6C72D13E171;0;FALSE
201804071707;38;A11;B6;C73;D54;E171;A11B6C73D54E171;1;TRUE
201804080059;2040;A6;B6;C73;D31;E171;A6B6C73D31E171;1;TRUE
201804081221;1;A11;B6;C73;D54;E171;A11B6C73D54E171;1;FALSE
201804081356;48;A10;B6;C73;D25;E171;A10B6C73D25E171;1;FALSE
201804081357;48;A10;B6;C73;D25;E171;A10B6C73D25E171;0;FALSE
201804081829;343;A4;B6;C73;D77;E171;A4B6C73D77E171;0;FALSE
201804091645;439;A11;B6;C72;D77;E171;A11B6C72D77E171;1;FALSE
201804101035;1;A10;B6;C72;D77;E171;A10B6C72D77E171;1;FALSE
201804101115;505;A4;B6;C73;D77;E171;A4B6C73D77E171;1;FALSE
201804111304;1791;A4;B6;C73;D25;E171;A4B6C73D25E171;0;TRUE
201804111436;7;A4;B6;C73;D77;E171;A4B6C73D77E171;1;FALSE
201804111611;1540;A4;B6;C73;D77;E171;A4B6C73D77E171;0;FALSE
201804111611;464;A4;B6;C73;D54;E171;A4B6C73D54E171;0;TRUE
201804111612;1540;A4;B6;C73;D77;E171;A4B6C73D77E171;0;FALSE
201804111612;464;A4;B6;C73;D54;E171;A4B6C73D54E171;0;TRUE
201804120706;244;A4;B6;C73;D77;E171;A4B6C73D77E171;0;TRUE
201804121327;657;A11;B6;C72;D77;E171;A11B6C72D77E171;0;FALSE
201804121328;130;A6;B6;C72;D54;E171;A6B6C72D54E171;1;TRUE
201804130918;87;A4;B6;C73;D77;E171;A4B6C73D77E171;0;FALSE
201804131410;59;A11;B6;C73;D77;E171;A11B6C73D77E171;1;FALSE
201804131411;59;A11;B6;C73;D77;E171;A11B6C73D77E171;0;FALSE
201804131632;188;A11;B6;C71;D54;E171;A11B6C71D54E171;0;TRUE
201804132117;2;A4;B6;C73;D31;E171;A4B6C73D31E171;1;FALSE
201804132209;310;A4;B6;C72;D54;E171;A4B6C72D54E171;1;TRUE
201804132259;1;A11;B6;C73;D77;E171;A11B6C73D77E171;1;FALSE
201804141406;85;A6;B6;C71;D77;E171;A6B6C71D77E171;0;TRUE
201804171056;638;A6;B6;C71;D77;E171;A6B6C71D77E171;0;TRUE
201804171822;92;A4;B6;C73;D31;E171;A4B6C73D31E171;1;FALSE
201804191036;15;A4;B6;C72;D77;E171;A4B6C72D77E171;1;FALSE
201804191056;41;A4;B6;C75;D77;E171;A4B6C75D77E171;1;TRUE
201804211325;116;A4;B6;C71;D77;E171;A4B6C71D77E171;0;TRUE
201804211654;225;A4;B6;C77;D54;E171;A4B6C77D54E171;1;TRUE
201804221056;270;A4;B6;C70;D77;E171;A4B6C70D77E171;0;TRUE
201804221058;270;A4;B6;C70;D77;E171;A4B6C70D77E171;0;TRUE
201804231952;219;A4;B6;C73;D54;E171;A4B6C73D54E171;1;TRUE
201804241732;41;A11;B6;C73;D31;E171;A11B6C73D31E171;1;FALSE
201804252057;915;A4;B6;C73;D53;E171;A4B6C73D53E171;0;TRUE
201804252111;915;A4;B6;C73;D53;E171;A4B6C73D53E171;0;TRUE
201804252217;2497;A6;B6;C70;D77;E171;A6B6C70D77E171;0;FALSE
201804262024;1;A4;B6;C70;D77;E171;A4B6C70D77E171;1;FALSE
201804280733;30;A11;B6;C71;D54;E171;A11B6C71D54E171;0;FALSE
201804281019;105;A4;B6;C75;D77;E171;A4B6C75D77E171;1;TRUE
201804281738;4;A4;B6;C72;D77;E171;A4B6C72D77E171;1;FALSE
201804281748;76;A11;B6;C73;D54;E171;A11B6C73D54E171;1;TRUE
201804291928;244;A4;B6;C73;D54;E171;A4B6C73D54E171;0;TRUE
201805012130;141;A4;B6;C70;D13;E171;A4B6C70D13E171;1;TRUE
201805020622;341;A4;B6;C73;D77;E171;A4B6C73D77E171;1;TRUE
201805042049;92;A4;B6;C75;D54;E171;A4B6C75D54E171;0;TRUE
201805062047;6162;A4;B6;C71;D77;E171;A4B6C71D77E171;0;FALSE
201805081434;20;A6;B6;C73;D31;E171;A6B6C73D31E171;1;FALSE
201805081452;297;A4;B6;C73;D77;E171;A4B6C73D77E171;0;FALSE
201805081515;549;A4;B6;C73;D73;E171;A4B6C73D73E171;0;FALSE
201805081835;446;A4;B6;C73;D54;E171;A4B6C73D54E171;0;FALSE
201805091053;487;A4;B6;C73;D54;E171;A4B6C73D54E171;1;TRUE
201805100827;124;A6;B6;C73;D31;E171;A6B6C73D31E171;0;TRUE
201805101324;274;A4;B6;C71;D54;E171;A4B6C71D54E171;1;TRUE
201805101533;48;A4;B6;C71;D31;E171;A4B6C71D31E171;1;TRUE
201805121543;705;A4;B6;C73;D31;E171;A4B6C73D31E171;1;FALSE
201805121807;127;A11;B6;C73;D54;E171;A11B6C73D54E171;0;TRUE
201805122026;42;A11;B6;C73;D54;E171;A11B6C73D54E171;1;TRUE
201805130834;106;A4;B6;C73;D13;E171;A4B6C73D13E171;1;TRUE
201805131824;67;A4;B6;C73;D77;E171;A4B6C73D77E171;1;FALSE
201805131930;110;A4;B6;C71;D77;E171;A4B6C71D77E171;0;FALSE
201805132001;448;A11;B6;C71;D54;E171;A11B6C71D54E171;0;TRUE
201805151702;152;A4;B6;C73;D25;E171;A4B6C73D25E171;0;TRUE
201806011750;290;A4;B6;C73;D31;E171;A4B6C73D31E171;0;TRUE
201806011815;494;A4;B6;C73;D31;E171;A4B6C73D31E171;0;TRUE
201806011932;84;A4;B6;C76;D54;E171;A4B6C76D54E171;0;TRUE
201806031356;73;A11;B6;C71;D77;E171;A11B6C71D77E171;0;TRUE
201806051920;35;A11;B6;C71;D54;E171;A11B6C71D54E171;0;TRUE
201806052106;103;A4;B6;C73;D54;E171;A4B6C73D54E171;1;FALSE
201806052107;103;A4;B6;C73;D54;E171;A4B6C73D54E171;0;FALSE
201806072236;436;A4;B6;C71;D69;E171;A4B6C71D69E171;0;TRUE
201806181109;487;A4;B6;C73;D25;E171;A4B6C73D25E171;0;FALSE
201806190049;106;A4;B6;C70;D54;E171;A4B6C70D54E171;0;TRUE
201806191048;94;A4;B6;C70;D77;E171;A4B6C70D77E171;1;TRUE
201806181034;356;A4;B2;C37;D77;E209;A4B2C37D77E209;0;TRUE
201804091632;121;A4;B2;C37;D77;E211;A4B2C37D77E211;1;FALSE
201806120846;355;A13;B2;C42;D54;E222;A13B2C42D54E222;0;TRUE
201805300926;1;A13;B2;C42;D77;E223;A13B2C42D77E223;1;FALSE
201805311458;4;A13;B2;C44;D77;E223;A13B2C44D77E223;1;FALSE
201806050933;359;A13;B2;C44;D77;E223;A13B2C44D77E223;0;FALSE
201805282128;64;A13;B2;C49;D77;E227;A13B2C49D77E227;0;FALSE
201805291629;140;A4;B2;C49;D54;E227;A4B2C49D54E227;0;FALSE
201806111104;61;A13;B2;C44;D77;E227;A13B2C44D77E227;0;FALSE
201803261902;291;A13;B2;C42;D54;E227;A13B2C42D54E227;1;TRUE
201803261903;291;A13;B2;C42;D54;E227;A13B2C42D54E227;0;TRUE
201804071739;251;A13;B2;C44;D54;E227;A13B2C44D54E227;0;TRUE
201804071740;251;A13;B2;C44;D54;E227;A13B2C44D54E227;0;TRUE
201806161945;228;A13;B2;C49;D54;E227;A13B2C49D54E227;0;TRUE
201806201902;142;A13;B2;C49;D77;E227;A13B2C49D77E227;0;TRUE
201806201903;142;A13;B2;C49;D77;E227;A13B2C49D77E227;0;TRUE
201806172110;138;A4;B2;C42;D77;E234;A4B2C42D77E234;1;TRUE
201805211446;2518;A13;B2;C44;D77;E235;A13B2C44D77E235;1;FALSE
201805211447;2518;A13;B2;C44;D77;E235;A13B2C44D77E235;0;FALSE
201804091057;171;A13;B2;C44;D77;E247;A13B2C44D77E247;0;TRUE
201804192105;25;A4;B2;C44;D54;E247;A4B2C44D54E247;1;TRUE
201805272145;79;A13;B2;C44;D54;E247;A13B2C44D54E247;0;TRUE
201803241904;129;A13;B2;C44;D54;E251;A13B2C44D54E251;0;TRUE
201803251258;93;A3;B2;C44;D77;E251;A3B2C44D77E251;0;TRUE
201804051716;337;A13;B2;C44;D54;E251;A13B2C44D54E251;0;TRUE
201804061012;205;A4;B2;C44;D54;E251;A4B2C44D54E251;0;TRUE
201804061925;295;A13;B2;C44;D77;E251;A13B2C44D77E251;0;TRUE
201804082257;516;A4;B2;C44;D77;E251;A4B2C44D77E251;0;TRUE
201804120033;106;A4;B2;C44;D31;E251;A4B2C44D31E251;1;TRUE
201804200351;5;A13;B2;C42;D77;E253;A13B2C42D77E253;1;FALSE
201805272250;2;A13;B2;C44;D67;E253;A13B2C44D67E253;1;FALSE
201806031933;1;A13;B2;C49;D13;E253;A13B2C49D13E253;1;FALSE
201806141710;2;A3;B2;C49;D31;E253;A3B2C49D31E253;1;FALSE
201806210009;4;A4;B2;C49;D26;E253;A4B2C49D26E253;1;FALSE
201803240014;3;A4;B2;C49;D36;E255;A4B2C49D36E255;1;FALSE
201805031955;2;A4;B2;C49;D18;E255;A4B2C49D18E255;1;FALSE
201805111143;3;A4;B2;C49;D3;E255;A4B2C49D3E255;1;FALSE
201804042013;20;A4;B2;C44;D41;E255;A4B2C44D41E255;1;TRUE
201804041944;3;A3;B2;C44;D77;E258;A3B2C44D77E258;1;FALSE
201804260109;1;A4;B2;C44;D32;E258;A4B2C44D32E258;1;FALSE
201804281737;1;A3;B2;C44;D31;E258;A3B2C44D31E258;1;FALSE
201805112052;1;A4;B2;C49;D63;E258;A4B2C49D63E258;1;FALSE
201806142007;39;A13;B2;C49;D31;E260;A13B2C49D31E260;1;FALSE
201806152356;1;A4;B2;C49;D53;E261;A4B2C49D53E261;1;FALSE
201806171323;2;A4;B2;C40;D54;E264;A4B2C40D54E264;1;FALSE
201806141908;2;A4;B2;C42;D34;E271;A4B2C42D34E271;1;FALSE
201805191323;10;A4;B2;C44;D31;E272;A4B2C44D31E272;1;FALSE
201804281705;3;A4;B2;C44;D77;E278;A4B2C44D77E278;1;FALSE
201805270910;2;A2;B2;C32;D77;E287;A2B2C32D77E287;1;FALSE
201806102330;2;A4;B2;C34;D77;E288;A4B2C34D77E288;1;FALSE
201803161401;1;A4;B2;C34;D77;E289;A4B2C34D77E289;1;FALSE
201806081345;3;A3;B2;C42;D54;E297;A3B2C42D54E297;1;FALSE
201804230916;1;A13;B2;C42;D77;E301;A13B2C42D77E301;1;FALSE
201805131031;1;A4;B2;C44;D77;E303;A4B2C44D77E303;1;FALSE
201803272323;2;A4;B2;C44;D54;E310;A4B2C44D54E310;1;FALSE
201805222104;1;A4;B2;C44;D25;E310;A4B2C44D25E310;1;FALSE
201806192041;1;A10;B2;C45;D77;E327;A10B2C45D77E327;1;FALSE
201805072317;5;A4;B2;C45;D44;E330;A4B2C45D44E330;1;FALSE
201806181641;2;A13;B2;C45;D13;E331;A13B2C45D13E331;1;FALSE
201803171405;1;A4;B2;C41;D54;E333;A4B2C41D54E333;1;FALSE
201805052059;1;A3;B2;C49;D54;E334;A3B2C49D54E334;1;FALSE
201805091016;2;A4;B2;C45;D77;E336;A4B2C45D77E336;1;FALSE
201806112115;3;A4;B2;C49;D25;E336;A4B2C49D25E336;1;FALSE
201804080453;18;A4;B2;C49;D31;E337;A4B2C49D31E337;1;FALSE
201806011043;19;A4;B2;C49;D73;E337;A4B2C49D73E337;1;FALSE
201806101655;5;A3;B2;C45;D77;E337;A3B2C45D77E337;1;FALSE
201803211126;1;A4;B2;C45;D77;E342;A4B2C45D77E342;1;FALSE
201804142052;2;A10;B2;C49;D54;E342;A10B2C49D54E342;1;FALSE
201804250130;2;A4;B2;C49;D73;E342;A4B2C49D73E342;1;FALSE
201805012255;4;A3;B2;C49;D77;E342;A3B2C49D77E342;1;FALSE
201804100457;2;A4;B2;C38;D77;E349;A4B2C38D77E349;1;FALSE
201805272142;3;A4;B2;C42;D77;E353;A4B2C42D77E353;1;FALSE
201806131419;1;A13;B7;C30;D9;E358;A13B7C30D9E358;1;FALSE
201803160634;2;A6;B8;C43;D17;E359;A6B8C43D17E359;1;FALSE
201803261942;3;A6;B8;C43;D53;E359;A6B8C43D53E359;1;FALSE
201803301008;1;A6;B8;C43;D59;E359;A6B8C43D59E359;1;FALSE
201804011146;1;A4;B8;C2;D10;E359;A4B8C2D10E359;1;FALSE
201804051239;214;A4;B8;C2;D31;E359;A4B8C2D31E359;0;FALSE
201804051243;2;A7;B8;C2;D54;E359;A7B8C2D54E359;1;FALSE
201804051300;190;A4;B8;C2;D31;E359;A4B8C2D31E359;0;TRUE
201804051306;216;A5;B8;C2;D77;E359;A5B8C2D77E359;0;FALSE
201804051308;216;A5;B8;C2;D77;E359;A5B8C2D77E359;0;FALSE
201804051311;7;A4;B8;C2;D77;E359;A4B8C2D77E359;1;FALSE
201804051315;4;A6;B8;C50;D77;E359;A6B8C50D77E359;1;FALSE
201804051328;129;A5;B8;C2;D24;E359;A5B8C2D24E359;0;FALSE
201804051407;104;A4;B8;C2;D54;E359;A4B8C2D54E359;0;TRUE
201804051410;83;A5;B8;C2;D54;E359;A5B8C2D54E359;0;TRUE
201804051417;1;A6;B8;C43;D54;E359;A6B8C43D54E359;1;FALSE
201804051426;78;A4;B8;C43;D77;E359;A4B8C43D77E359;0;FALSE
201804051433;119;A4;B8;C2;D77;E359;A4B8C2D77E359;0;TRUE
201804051450;388;A4;B8;C2;D54;E359;A4B8C2D54E359;0;TRUE
201804051451;388;A4;B8;C2;D54;E359;A4B8C2D54E359;0;TRUE
201804051501;317;A4;B8;C2;D73;E359;A4B8C2D73E359;1;TRUE
201804051503;317;A4;B8;C2;D73;E359;A4B8C2D73E359;0;TRUE
201804051506;317;A4;B8;C2;D73;E359;A4B8C2D73E359;0;TRUE
201804051508;767;A6;B8;C50;D77;E359;A6B8C50D77E359;1;FALSE
201804051508;1317;A4;B8;C2;D77;E359;A4B8C2D77E359;1;TRUE
201804051508;150;A7;B8;C2;D31;E359;A7B8C2D31E359;1;TRUE
201804051510;1317;A4;B8;C2;D77;E359;A4B8C2D77E359;0;TRUE
201804051510;261;A5;B8;C2;D54;E359;A5B8C2D54E359;1;TRUE
201804051511;136;A4;B8;C2;D54;E359;A4B8C2D54E359;1;FALSE
201804051511;261;A5;B8;C2;D54;E359;A5B8C2D54E359;0;TRUE
201804051512;36;A4;B8;C2;D77;E359;A4B8C2D77E359;1;FALSE
201804051513;136;A4;B8;C2;D54;E359;A4B8C2D54E359;0;FALSE
201804051513;36;A4;B8;C2;D77;E359;A4B8C2D77E359;0;FALSE
201804051513;261;A5;B8;C2;D54;E359;A5B8C2D54E359;0;TRUE
201804051516;1317;A4;B8;C2;D77;E359;A4B8C2D77E359;0;TRUE
201804051518;1317;A4;B8;C2;D77;E359;A4B8C2D77E359;0;TRUE
201804051521;767;A6;B8;C50;D77;E359;A6B8C50D77E359;0;FALSE
201804051522;1317;A4;B8;C2;D77;E359;A4B8C2D77E359;0;TRUE
201804051523;116;A4;B8;C2;D77;E359;A4B8C2D77E359;0;FALSE
201804051523;1317;A4;B8;C2;D77;E359;A4B8C2D77E359;0;TRUE
201804051524;1317;A4;B8;C2;D77;E359;A4B8C2D77E359;0;TRUE
201804051525;1317;A4;B8;C2;D77;E359;A4B8C2D77E359;0;TRUE
201804051526;1317;A4;B8;C2;D77;E359;A4B8C2D77E359;0;TRUE
201804051528;1317;A4;B8;C2;D77;E359;A4B8C2D77E359;0;TRUE
201804051530;1317;A4;B8;C2;D77;E359;A4B8C2D77E359;0;TRUE
201804051531;17;A4;B8;C2;D54;E359;A4B8C2D54E359;1;FALSE
201804051542;124;A4;B8;C2;D54;E359;A4B8C2D54E359;1;TRUE
201804051544;5;A4;B8;C2;D25;E359;A4B8C2D25E359;1;FALSE
201804051544;124;A4;B8;C2;D54;E359;A4B8C2D54E359;0;TRUE
201804051545;387;A7;B8;C2;D77;E359;A7B8C2D77E359;0;FALSE
201804051554;71;A6;B8;C2;D77;E359;A6B8C2D77E359;0;FALSE
201804051606;180;A4;B8;C2;D77;E359;A4B8C2D77E359;0;TRUE
201804051607;180;A4;B8;C2;D77;E359;A4B8C2D77E359;0;TRUE
201804051607;190;A4;B8;C2;D77;E359;A4B8C2D77E359;0;TRUE
201804051608;190;A4;B8;C2;D77;E359;A4B8C2D77E359;0;TRUE
201804051611;127;A4;B8;C43;D54;E359;A4B8C43D54E359;0;TRUE
201804051612;1456;A4;B8;C2;D31;E359;A4B8C2D31E359;1;FALSE
201804051612;127;A4;B8;C43;D54;E359;A4B8C43D54E359;0;TRUE
201804051613;1456;A4;B8;C2;D31;E359;A4B8C2D31E359;0;FALSE
201804051616;187;A7;B8;C43;D77;E359;A7B8C43D77E359;1;TRUE
201804051617;187;A7;B8;C43;D77;E359;A7B8C43D77E359;0;TRUE
201804051619;187;A7;B8;C43;D77;E359;A7B8C43D77E359;0;TRUE
201804051620;843;A7;B8;C2;D77;E359;A7B8C2D77E359;1;TRUE
201804051622;843;A7;B8;C2;D77;E359;A7B8C2D77E359;0;TRUE
201804051626;56;A6;B8;C2;D77;E359;A6B8C2D77E359;1;TRUE
201804051626;843;A7;B8;C2;D77;E359;A7B8C2D77E359;0;TRUE
201804051627;139;A6;B8;C2;D77;E359;A6B8C2D77E359;0;TRUE
201804051627;56;A6;B8;C2;D77;E359;A6B8C2D77E359;0;TRUE
201804051628;139;A6;B8;C2;D77;E359;A6B8C2D77E359;0;TRUE
201804051630;843;A7;B8;C2;D77;E359;A7B8C2D77E359;0;TRUE
201804051631;843;A7;B8;C2;D77;E359;A7B8C2D77E359;0;TRUE
201804051634;1;A4;B8;C47;D77;E359;A4B8C47D77E359;1;FALSE
